name,geometry_wkt
MDS_color_2324-233.laz,"POLYGON ((320303.4 7394257.36, 320846.21 7394257.36, 320846.21 7394844.66, 320303.4 7394844.66, 320303.4 7394257.36))"
MDS_color_2324-234.laz,"POLYGON ((320835.16 7394263.88, 321377.94 7394263.88, 321377.94 7394851.16, 320835.16 7394851.16, 320835.16 7394263.88))"
MDS_color_2324-244.laz,"POLYGON ((319108.32 7393084.1, 319265.26 7393084.1, 319265.26 7393152.49, 319108.32 7393152.49, 319108.32 7393084.1))"
MDS_color_2324-252.laz,"POLYGON ((319778.75 7393674.03, 320321.56 7393674.03, 320321.56 7394261.35, 319778.75 7394261.35, 319778.75 7393674.03))"
MDS_color_2324-253.laz,"POLYGON ((319254.14 7393090.68, 319796.95 7393090.68, 319796.95 7393678.02, 319254.14 7393678.02, 319254.14 7393090.68))"
MDS_color_2324-254.laz,"POLYGON ((319785.85 7393097.24, 320328.64 7393097.24, 320328.64 7393684.57, 319785.85 7393684.57, 319785.85 7393097.24))"
MDS_color_2324-261.laz,"POLYGON ((320310.48 7393680.58, 320853.27 7393680.58, 320853.27 7394267.87, 320310.48 7394267.87, 320310.48 7393680.58))"
MDS_color_2324-262.laz,"POLYGON ((320842.22 7393687.1, 321384.98 7393687.1, 321384.98 7394274.38, 320842.22 7394274.38, 320842.22 7393687.1))"
MDS_color_2324-263.laz,"POLYGON ((320317.57 7393103.79, 320860.33 7393103.79, 320860.33 7393691.09, 320317.57 7393691.09, 320317.57 7393103.79))"
MDS_color_2324-264.laz,"POLYGON ((320849.28 7393110.31, 321392.03 7393110.31, 321392.03 7393697.59, 320849.28 7393697.59, 320849.28 7393110.31))"
MDS_color_2324-333.laz,"POLYGON ((317542.34 7391910.65, 317684.55 7391910.65, 317684.55 7392020.54, 317542.34 7392020.54, 317542.34 7391910.65))"
MDS_color_2324-334.laz,"POLYGON ((317673.37 7391917.29, 318216.21 7391917.29, 318216.21 7392393.52, 317673.37 7392393.52, 317673.37 7391917.29))"
MDS_color_2324-343.laz,"POLYGON ((315395.67 7390730.29, 315572.48 7390730.29, 315572.48 7390842.8, 315395.67 7390842.8, 315395.67 7390730.29))"
MDS_color_2324-344.laz,"POLYGON ((315561.21 7390737.01, 316104.1 7390737.01, 316104.1 7391010.63, 315561.21 7391010.63, 315561.21 7390737.01))"
MDS_color_2324-352.laz,"POLYGON ((316844.51 7391327.19, 317160.11 7391327.19, 317160.11 7391611.5, 316844.51 7391611.5, 316844.51 7391327.19))"
MDS_color_2324-353.laz,"POLYGON ((316092.85 7390743.71, 316635.72 7390743.71, 316635.72 7391092.14, 316092.85 7391092.14, 316092.85 7390743.71))"
MDS_color_2324-354.laz,"POLYGON ((316624.49 7390750.4, 317167.33 7390750.4, 317167.33 7391337.85, 316624.49 7391337.85, 316624.49 7390750.4))"
MDS_color_2324-361.laz,"POLYGON ((317148.91 7391333.86, 317691.75 7391333.86, 317691.75 7391921.28, 317148.91 7391921.28, 317148.91 7391333.86))"
MDS_color_2324-362.laz,"POLYGON ((317680.56 7391340.5, 318223.38 7391340.5, 318223.38 7391927.9, 317680.56 7391927.9, 317680.56 7391340.5))"
MDS_color_2324-363.laz,"POLYGON ((317156.12 7390757.06, 317698.95 7390757.06, 317698.95 7391344.49, 317156.12 7391344.49, 317156.12 7390757.06))"
MDS_color_2324-364.laz,"POLYGON ((317687.76 7390763.7, 318230.56 7390763.7, 318230.56 7391351.11, 317687.76 7391351.11, 317687.76 7390763.7))"
MDS_color_2324-412.laz,"POLYGON ((318873.91 7392507.31, 319272.39 7392507.31, 319272.39 7393094.67, 318873.91 7393094.67, 318873.91 7392507.31))"
MDS_color_2324-413.laz,"POLYGON ((318205.05 7391923.91, 318747.86 7391923.91, 318747.86 7392432.83, 318205.05 7392432.83, 318205.05 7391923.91))"
MDS_color_2324-414.laz,"POLYGON ((318736.72 7391930.52, 319279.52 7391930.52, 319279.52 7392517.88, 318736.72 7392517.88, 318736.72 7391930.52))"
MDS_color_2324-421.laz,"POLYGON ((319261.27 7392513.89, 319804.06 7392513.89, 319804.06 7393101.23, 319261.27 7393101.23, 319261.27 7392513.89))"
MDS_color_2324-422.laz,"POLYGON ((319792.96 7392520.45, 320335.73 7392520.45, 320335.73 7393107.78, 319792.96 7393107.78, 319792.96 7392520.45))"
MDS_color_2324-423.laz,"POLYGON ((319268.4 7391937.1, 319811.17 7391937.1, 319811.17 7392524.44, 319268.4 7392524.44, 319268.4 7391937.1))"
MDS_color_2324-424.laz,"POLYGON ((319800.07 7391943.66, 320342.82 7391943.66, 320342.82 7392530.99, 319800.07 7392530.99, 319800.07 7391943.66))"
MDS_color_2324-431.laz,"POLYGON ((320324.65 7392527, 320867.4 7392527, 320867.4 7393114.3, 320324.65 7393114.3, 320324.65 7392527))"
MDS_color_2324-432.laz,"POLYGON ((320856.34 7392533.52, 321399.07 7392533.52, 321399.07 7393120.8, 320856.34 7393120.8, 320856.34 7392533.52))"
MDS_color_2324-433.laz,"POLYGON ((320331.74 7391950.21, 320874.47 7391950.21, 320874.47 7392537.51, 320331.74 7392537.51, 320331.74 7391950.21))"
MDS_color_2324-434.laz,"POLYGON ((320863.41 7391956.73, 321406.12 7391956.73, 321406.12 7392544.02, 320863.41 7392544.02, 320863.41 7391956.73))"
MDS_color_2324-441.laz,"POLYGON ((318212.22 7391347.12, 318755.02 7391347.12, 318755.02 7391934.51, 318212.22 7391934.51, 318212.22 7391347.12))"
MDS_color_2324-442.laz,"POLYGON ((318743.87 7391353.72, 319286.65 7391353.72, 319286.65 7391941.09, 318743.87 7391941.09, 318743.87 7391353.72))"
MDS_color_2324-443.laz,"POLYGON ((318219.39 7390770.33, 318762.17 7390770.33, 318762.17 7391357.71, 318219.39 7391357.71, 318219.39 7390770.33))"
MDS_color_2324-444.laz,"POLYGON ((318751.03 7390776.93, 319293.78 7390776.93, 319293.78 7391364.3, 318751.03 7391364.3, 318751.03 7390776.93))"
MDS_color_2324-451.laz,"POLYGON ((319275.53 7391360.31, 319818.28 7391360.31, 319818.28 7391947.65, 319275.53 7391947.65, 319275.53 7391360.31))"
MDS_color_2324-452.laz,"POLYGON ((319807.18 7391366.87, 320349.91 7391366.87, 320349.91 7391954.2, 319807.18 7391954.2, 319807.18 7391366.87))"
MDS_color_2324-453.laz,"POLYGON ((319282.66 7390783.52, 319825.39 7390783.52, 319825.39 7391370.86, 319282.66 7391370.86, 319282.66 7390783.52))"
MDS_color_2324-454.laz,"POLYGON ((319814.29 7390790.08, 320357 7390790.08, 320357 7391377.41, 319814.29 7391377.41, 319814.29 7390790.08))"
MDS_color_2324-462.laz,"POLYGON ((320870.48 7391379.94, 321413.17 7391379.94, 321413.17 7391967.23, 320870.48 7391967.23, 320870.48 7391379.94))"
MDS_color_2324-463.laz,"POLYGON ((320345.92 7390796.63, 320888.61 7390796.63, 320888.61 7391383.93, 320345.92 7391383.93, 320345.92 7390796.63))"
MDS_color_2324-464.laz,"POLYGON ((320877.55 7390803.16, 321420.22 7390803.16, 321420.22 7391390.44, 320877.55 7391390.44, 320877.55 7390803.16))"
MDS_color_2326-111.laz,"POLYGON ((315270.34 7390153.49, 315579.77 7390153.49, 315579.77 7390741, 315270.34 7390741, 315270.34 7390153.49))"
MDS_color_2326-112.laz,"POLYGON ((315568.49 7390160.21, 316111.36 7390160.21, 316111.36 7390747.7, 315568.49 7390747.7, 315568.49 7390160.21))"
MDS_color_2326-114.laz,"POLYGON ((315575.78 7389583.41, 316118.62 7389583.41, 316118.62 7390170.9, 315575.78 7390170.9, 315575.78 7389583.41))"
MDS_color_2326-121.laz,"POLYGON ((316100.11 7390166.91, 316642.96 7390166.91, 316642.96 7390754.39, 316100.11 7390754.39, 316100.11 7390166.91))"
MDS_color_2326-122.laz,"POLYGON ((316631.73 7390173.6, 317174.55 7390173.6, 317174.55 7390761.05, 316631.73 7390761.05, 316631.73 7390173.6))"
MDS_color_2326-123.laz,"POLYGON ((316107.37 7389590.11, 316650.2 7389590.11, 316650.2 7390177.59, 316107.37 7390177.59, 316107.37 7389590.11))"
MDS_color_2326-124.laz,"POLYGON ((316638.97 7389596.8, 317181.77 7389596.8, 317181.77 7390184.25, 316638.97 7390184.25, 316638.97 7389596.8))"
MDS_color_2326-131.laz,"POLYGON ((317163.34 7390180.26, 317706.14 7390180.26, 317706.14 7390767.69, 317163.34 7390767.69, 317163.34 7390180.26))"
MDS_color_2326-132.laz,"POLYGON ((317694.96 7390186.91, 318237.74 7390186.91, 318237.74 7390774.32, 317694.96 7390774.32, 317694.96 7390186.91))"
MDS_color_2326-133.laz,"POLYGON ((317170.56 7389603.46, 317713.34 7389603.46, 317713.34 7390190.9, 317170.56 7390190.9, 317170.56 7389603.46))"
MDS_color_2326-134.laz,"POLYGON ((317702.15 7389610.11, 318244.92 7389610.11, 318244.92 7390197.52, 317702.15 7390197.52, 317702.15 7389610.11))"
MDS_color_2326-141.laz,"POLYGON ((315113.71 7388999.89, 315594.33 7388999.89, 315594.33 7389587.4, 315113.71 7389587.4, 315113.71 7388999.89))"
MDS_color_2326-142.laz,"POLYGON ((315583.06 7389006.61, 316125.89 7389006.61, 316125.89 7389594.1, 315583.06 7389594.1, 315583.06 7389006.61))"
MDS_color_2326-143.laz,"POLYGON ((315095.2 7388423.08, 315601.62 7388423.08, 315601.62 7389010.6, 315095.2 7389010.6, 315095.2 7388423.08))"
MDS_color_2326-144.laz,"POLYGON ((315590.34 7388429.81, 316133.15 7388429.81, 316133.15 7389017.3, 315590.34 7389017.3, 315590.34 7388429.81))"
MDS_color_2326-151.laz,"POLYGON ((316114.63 7389013.31, 316657.44 7389013.31, 316657.44 7389600.79, 316114.63 7389600.79, 316114.63 7389013.31))"
MDS_color_2326-152.laz,"POLYGON ((316646.21 7389020, 317188.99 7389020, 317188.99 7389607.45, 316646.21 7389607.45, 316646.21 7389020))"
MDS_color_2326-153.laz,"POLYGON ((316121.9 7388436.51, 316664.69 7388436.51, 316664.69 7389023.99, 316121.9 7389023.99, 316121.9 7388436.51))"
MDS_color_2326-154.laz,"POLYGON ((316653.45 7388443.2, 317196.22 7388443.2, 317196.22 7389030.66, 316653.45 7389030.66, 316653.45 7388443.2))"
MDS_color_2326-161.laz,"POLYGON ((317177.78 7389026.67, 317720.55 7389026.67, 317720.55 7389614.1, 317177.78 7389614.1, 317177.78 7389026.67))"
MDS_color_2326-162.laz,"POLYGON ((317709.35 7389033.31, 318252.1 7389033.31, 318252.1 7389620.73, 317709.35 7389620.73, 317709.35 7389033.31))"
MDS_color_2326-163.laz,"POLYGON ((317185 7388449.87, 317727.75 7388449.87, 317727.75 7389037.3, 317185 7389037.3, 317185 7388449.87))"
MDS_color_2326-164.laz,"POLYGON ((317716.56 7388456.52, 318259.28 7388456.52, 318259.28 7389043.93, 317716.56 7389043.93, 317716.56 7388456.52))"
MDS_color_2326-211.laz,"POLYGON ((318226.57 7390193.53, 318769.33 7390193.53, 318769.33 7390780.92, 318226.57 7390780.92, 318226.57 7390193.53))"
MDS_color_2326-212.laz,"POLYGON ((318758.18 7390200.14, 319300.92 7390200.14, 319300.92 7390787.51, 318758.18 7390787.51, 318758.18 7390200.14))"
MDS_color_2326-213.laz,"POLYGON ((318233.75 7389616.74, 318776.49 7389616.74, 318776.49 7390204.13, 318233.75 7390204.13, 318233.75 7389616.74))"
MDS_color_2326-214.laz,"POLYGON ((318765.34 7389623.34, 319308.05 7389623.34, 319308.05 7390210.71, 318765.34 7390210.71, 318765.34 7389623.34))"
MDS_color_2326-221.laz,"POLYGON ((319289.79 7390206.72, 319832.51 7390206.72, 319832.51 7390794.07, 319289.79 7390794.07, 319289.79 7390206.72))"
MDS_color_2326-222.laz,"POLYGON ((319821.4 7390213.29, 320364.09 7390213.29, 320364.09 7390800.62, 319821.4 7390800.62, 319821.4 7390213.29))"
MDS_color_2326-223.laz,"POLYGON ((319296.93 7389629.93, 319839.62 7389629.93, 319839.62 7390217.28, 319296.93 7390217.28, 319296.93 7389629.93))"
MDS_color_2326-224.laz,"POLYGON ((319828.52 7389636.5, 320371.19 7389636.5, 320371.19 7390223.83, 319828.52 7390223.83, 319828.52 7389636.5))"
MDS_color_2326-231.laz,"POLYGON ((320353.01 7390219.84, 320895.68 7390219.84, 320895.68 7390807.15, 320353.01 7390807.15, 320353.01 7390219.84))"
MDS_color_2326-232.laz,"POLYGON ((320884.62 7390226.37, 321427.27 7390226.37, 321427.27 7390813.65, 320884.62 7390813.65, 320884.62 7390226.37))"
MDS_color_2326-233.laz,"POLYGON ((320360.1 7389643.05, 320902.76 7389643.05, 320902.76 7390230.36, 320360.1 7390230.36, 320360.1 7389643.05))"
MDS_color_2326-234.laz,"POLYGON ((320891.69 7389649.58, 321434.32 7389649.58, 321434.32 7390236.87, 320891.69 7390236.87, 320891.69 7389649.58))"
MDS_color_2326-241.laz,"POLYGON ((318240.93 7389039.94, 318783.64 7389039.94, 318783.64 7389627.33, 318240.93 7389627.33, 318240.93 7389039.94))"
MDS_color_2326-242.laz,"POLYGON ((318772.5 7389046.55, 319315.19 7389046.55, 319315.19 7389633.92, 318772.5 7389633.92, 318772.5 7389046.55))"
MDS_color_2326-243.laz,"POLYGON ((318248.11 7388463.14, 318790.81 7388463.14, 318790.81 7389050.54, 318248.11 7389050.54, 318248.11 7388463.14))"
MDS_color_2326-244.laz,"POLYGON ((318779.65 7388469.75, 319322.33 7388469.75, 319322.33 7389057.13, 318779.65 7389057.13, 318779.65 7388469.75))"
MDS_color_2326-251.laz,"POLYGON ((319304.06 7389053.14, 319846.74 7389053.14, 319846.74 7389640.49, 319304.06 7389640.49, 319304.06 7389053.14))"
MDS_color_2326-252.laz,"POLYGON ((319846.78 7389059.71, 320378.29 7389059.71, 320378.29 7389637.38, 319846.78 7389637.38, 319846.78 7389059.71))"
MDS_color_2326-253.laz,"POLYGON ((319311.2 7388637.84, 319853.86 7388637.84, 319853.86 7389063.7, 319311.2 7389063.7, 319311.2 7388637.84))"
MDS_color_2326-254.laz,"POLYGON ((319853.52 7388760.43, 320385.38 7388760.43, 320385.38 7389070.25, 319853.52 7389070.25, 319853.52 7388760.43))"
MDS_color_2326-261.laz,"POLYGON ((320367.2 7389066.26, 320909.83 7389066.26, 320909.83 7389645.19, 320367.2 7389645.19, 320367.2 7389066.26))"
MDS_color_2326-262.laz,"POLYGON ((320898.77 7389072.79, 321441.37 7389072.79, 321441.37 7389660.08, 320898.77 7389660.08, 320898.77 7389072.79))"
MDS_color_2326-263.laz,"POLYGON ((320374.3 7388616.91, 320916.91 7388616.91, 320916.91 7389076.78, 320374.3 7389076.78, 320374.3 7388616.91))"
MDS_color_2326-264.laz,"POLYGON ((320905.84 7388496, 321448.43 7388496, 321448.43 7389083.29, 320905.84 7389083.29, 320905.84 7388496))"
MDS_color_2326-311.laz,"POLYGON ((315207.26 7387846.28, 315608.91 7387846.28, 315608.91 7388433.8, 315207.26 7388433.8, 315207.26 7387846.28))"
MDS_color_2326-312.laz,"POLYGON ((315597.63 7387853.01, 316140.42 7387853.01, 316140.42 7388440.5, 315597.63 7388440.5, 315597.63 7387853.01))"
MDS_color_2326-313.laz,"POLYGON ((315208.26 7387630.62, 315616.2 7387630.62, 315616.2 7387857, 315208.26 7387857, 315208.26 7387630.62))"
MDS_color_2326-314.laz,"POLYGON ((315604.92 7387620.53, 316147.69 7387620.53, 316147.69 7387863.7, 315604.92 7387863.7, 315604.92 7387620.53))"
MDS_color_2326-321.laz,"POLYGON ((316129.16 7387859.71, 316671.93 7387859.71, 316671.93 7388447.19, 316129.16 7388447.19, 316129.16 7387859.71))"
MDS_color_2326-322.laz,"POLYGON ((316660.7 7387936.96, 317203.44 7387936.96, 317203.44 7388453.86, 316660.7 7388453.86, 316660.7 7387936.96))"
MDS_color_2326-323.laz,"POLYGON ((316136.43 7387717.84, 316561.3 7387717.84, 316561.3 7387870.39, 316136.43 7387870.39, 316136.43 7387717.84))"
MDS_color_2326-331.laz,"POLYGON ((317192.23 7387965.66, 317734.95 7387965.66, 317734.95 7388460.51, 317192.23 7388460.51, 317192.23 7387965.66))"
MDS_color_2326-332.laz,"POLYGON ((317723.76 7388132.09, 318266.46 7388132.09, 318266.46 7388467.13, 317723.76 7388467.13, 317723.76 7388132.09))"
MDS_color_2326-411.laz,"POLYGON ((318255.29 7388186.72, 318797.97 7388186.72, 318797.97 7388473.74, 318255.29 7388473.74, 318255.29 7388186.72))"
MDS_color_2326-412.laz,"POLYGON ((318786.82 7388226.69, 319137.88 7388226.69, 319137.88 7388480.33, 318786.82 7388480.33, 318786.82 7388226.69))"
MDS_color_2326-424.laz,"POLYGON ((320142.41 7387329.33, 320399.58 7387329.33, 320399.58 7387637.41, 320142.41 7387637.41, 320142.41 7387329.33))"
MDS_color_2326-432.laz,"POLYGON ((320912.92 7387919.21, 321455.49 7387919.21, 321455.49 7388506.5, 320912.92 7388506.5, 320912.92 7387919.21))"
MDS_color_2326-433.laz,"POLYGON ((320388.49 7387335.88, 320931.06 7387335.88, 320931.06 7387923.2, 320388.49 7387923.2, 320388.49 7387335.88))"
MDS_color_2326-434.laz,"POLYGON ((320920 7387342.41, 321462.55 7387342.41, 321462.55 7387929.71, 320920 7387929.71, 320920 7387342.41))"
MDS_color_2326-451.laz,"POLYGON ((319708.23 7386745.96, 319875.22 7386745.96, 319875.22 7386917.58, 319708.23 7386917.58, 319708.23 7386745.96))"
MDS_color_2326-452.laz,"POLYGON ((319864.11 7386752.53, 320406.69 7386752.53, 320406.69 7387339.87, 319864.11 7387339.87, 319864.11 7386752.53))"
MDS_color_2326-453.laz,"POLYGON ((319339.77 7386169.17, 319882.35 7386169.17, 319882.35 7386756.52, 319339.77 7386756.52, 319339.77 7386169.17))"
MDS_color_2326-454.laz,"POLYGON ((319871.23 7386175.74, 320413.79 7386175.74, 320413.79 7386763.08, 319871.23 7386763.08, 319871.23 7386175.74))"
MDS_color_2326-461.laz,"POLYGON ((320395.59 7386759.09, 320938.15 7386759.09, 320938.15 7387346.4, 320395.59 7387346.4, 320395.59 7386759.09))"
MDS_color_2326-462.laz,"POLYGON ((320927.07 7386765.62, 321469.61 7386765.62, 321469.61 7387352.92, 320927.07 7387352.92, 320927.07 7386765.62))"
MDS_color_2326-463.laz,"POLYGON ((320402.7 7386182.3, 320945.23 7386182.3, 320945.23 7386769.61, 320402.7 7386769.61, 320402.7 7386182.3))"
MDS_color_2326-464.laz,"POLYGON ((320934.16 7386188.83, 321476.67 7386188.83, 321476.67 7386776.13, 320934.16 7386776.13, 320934.16 7386188.83))"
MDS_color_2342-134.laz,"POLYGON ((318070.38 7384995.73, 318302.4 7384995.73, 318302.4 7385087.62, 318070.38 7385087.62, 318070.38 7384995.73))"
MDS_color_2342-154.laz,"POLYGON ((316947.6 7383828.79, 317254.06 7383828.79, 317254.06 7384099.56, 316947.6 7384099.56, 316947.6 7383828.79))"
MDS_color_2342-161.laz,"POLYGON ((317348.43 7384412.27, 317778.21 7384412.27, 317778.21 7384869.53, 317348.43 7384869.53, 317348.43 7384412.27))"
MDS_color_2342-162.laz,"POLYGON ((317767.01 7384418.93, 318309.59 7384418.93, 318309.59 7385006.35, 317767.01 7385006.35, 317767.01 7384418.93))"
MDS_color_2342-163.laz,"POLYGON ((317242.84 7383835.47, 317785.42 7383835.47, 317785.42 7384422.92, 317242.84 7384422.92, 317242.84 7383835.47))"
MDS_color_2342-164.laz,"POLYGON ((317774.22 7383842.13, 318316.79 7383842.13, 318316.79 7384429.55, 317774.22 7384429.55, 317774.22 7383842.13))"
MDS_color_2342-211.laz,"POLYGON ((318538.44 7385579.16, 318826.63 7385579.16, 318826.63 7385842.78, 318538.44 7385842.78, 318538.44 7385579.16))"
MDS_color_2342-212.laz,"POLYGON ((318815.47 7385585.77, 319358.05 7385585.77, 319358.05 7386173.16, 318815.47 7386173.16, 318815.47 7385585.77))"
MDS_color_2342-213.laz,"POLYGON ((318291.22 7385002.36, 318833.8 7385002.36, 318833.8 7385589.76, 318291.22 7385589.76, 318291.22 7385002.36))"
MDS_color_2342-214.laz,"POLYGON ((318822.64 7385008.98, 319365.2 7385008.98, 319365.2 7385596.36, 318822.64 7385596.36, 318822.64 7385008.98))"
MDS_color_2342-221.laz,"POLYGON ((319346.92 7385592.37, 319889.47 7385592.37, 319889.47 7386179.73, 319346.92 7386179.73, 319346.92 7385592.37))"
MDS_color_2342-222.laz,"POLYGON ((319878.36 7385598.95, 320420.89 7385598.95, 320420.89 7386186.28, 319878.36 7386186.28, 319878.36 7385598.95))"
MDS_color_2342-223.laz,"POLYGON ((319354.06 7385015.57, 319896.6 7385015.57, 319896.6 7385602.94, 319354.06 7385602.94, 319354.06 7385015.57))"
MDS_color_2342-224.laz,"POLYGON ((319885.48 7385022.15, 320428 7385022.15, 320428 7385609.49, 319885.48 7385609.49, 319885.48 7385022.15))"
MDS_color_2342-231.laz,"POLYGON ((320409.8 7385605.5, 320952.31 7385605.5, 320952.31 7386192.82, 320409.8 7386192.82, 320409.8 7385605.5))"
MDS_color_2342-232.laz,"POLYGON ((320941.24 7385612.04, 321483.73 7385612.04, 321483.73 7386199.34, 320941.24 7386199.34, 320941.24 7385612.04))"
MDS_color_2342-233.laz,"POLYGON ((320416.9 7385028.71, 320959.4 7385028.71, 320959.4 7385616.03, 320416.9 7385616.03, 320416.9 7385028.71))"
MDS_color_2342-234.laz,"POLYGON ((320948.32 7385035.25, 321490.79 7385035.25, 321490.79 7385622.55, 320948.32 7385622.55, 320948.32 7385035.25))"
MDS_color_2342-241.laz,"POLYGON ((318298.41 7384425.56, 318840.97 7384425.56, 318840.97 7385012.97, 318298.41 7385012.97, 318298.41 7384425.56))"
MDS_color_2342-242.laz,"POLYGON ((318829.81 7384432.18, 319372.35 7384432.18, 319372.35 7385019.56, 318829.81 7385019.56, 318829.81 7384432.18))"
MDS_color_2342-243.laz,"POLYGON ((318305.6 7383848.77, 318848.15 7383848.77, 318848.15 7384436.17, 318305.6 7384436.17, 318305.6 7383848.77))"
MDS_color_2342-244.laz,"POLYGON ((318836.98 7383855.38, 319379.5 7383855.38, 319379.5 7384442.77, 318836.98 7384442.77, 318836.98 7383855.38))"
MDS_color_2342-251.laz,"POLYGON ((319361.21 7384438.78, 319903.73 7384438.78, 319903.73 7385026.14, 319361.21 7385026.14, 319361.21 7384438.78))"
MDS_color_2342-252.laz,"POLYGON ((319892.61 7384445.36, 320435.11 7384445.36, 320435.11 7385032.7, 319892.61 7385032.7, 319892.61 7384445.36))"
MDS_color_2342-253.laz,"POLYGON ((319368.36 7383861.98, 319910.86 7383861.98, 319910.86 7384449.35, 319368.36 7384449.35, 319368.36 7383861.98))"
MDS_color_2342-254.laz,"POLYGON ((319899.74 7383868.56, 320442.22 7383868.56, 320442.22 7384455.91, 319899.74 7384455.91, 319899.74 7383868.56))"
MDS_color_2342-261.laz,"POLYGON ((320424.01 7384451.92, 320966.49 7384451.92, 320966.49 7385039.24, 320424.01 7385039.24, 320424.01 7384451.92))"
MDS_color_2342-262.laz,"POLYGON ((320955.41 7384458.45, 321497.86 7384458.45, 321497.86 7385045.76, 320955.41 7385045.76, 320955.41 7384458.45))"
MDS_color_2342-263.laz,"POLYGON ((320431.12 7383875.12, 320973.57 7383875.12, 320973.57 7384462.44, 320431.12 7384462.44, 320431.12 7383875.12))"
MDS_color_2342-264.laz,"POLYGON ((320962.5 7383881.66, 321504.93 7383881.66, 321504.93 7384468.96, 320962.5 7384468.96, 320962.5 7383881.66))"
MDS_color_2342-322.laz,"POLYGON ((316893.51 7383264.93, 317261.3 7383264.93, 317261.3 7383839.46, 316893.51 7383839.46, 316893.51 7383264.93))"
MDS_color_2342-324.laz,"POLYGON ((316826.77 7382675.19, 317268.54 7382675.19, 317268.54 7383262.66, 316826.77 7383262.66, 316826.77 7382675.19))"
MDS_color_2342-331.laz,"POLYGON ((317250.07 7383267.94, 317792.64 7383267.94, 317792.64 7383846.12, 317250.07 7383846.12, 317250.07 7383267.94))"
MDS_color_2342-332.laz,"POLYGON ((317781.43 7383265.33, 318323.98 7383265.33, 318323.98 7383852.76, 317781.43 7383852.76, 317781.43 7383265.33))"
MDS_color_2342-333.laz,"POLYGON ((317257.31 7382681.87, 317799.86 7382681.87, 317799.86 7383269.32, 317257.31 7383269.32, 317257.31 7382681.87))"
MDS_color_2342-334.laz,"POLYGON ((317788.65 7382688.53, 318331.18 7382688.53, 318331.18 7383275.96, 317788.65 7383275.96, 317788.65 7382688.53))"
MDS_color_2342-352.laz,"POLYGON ((316736.95 7382098.39, 317275.78 7382098.39, 317275.78 7382685.86, 316736.95 7382685.86, 316736.95 7382098.39))"
MDS_color_2342-353.laz,"POLYGON ((316639.88 7381514.88, 316751.74 7381514.88, 316751.74 7382102.38, 316639.88 7382102.38, 316639.88 7381514.88))"
MDS_color_2342-354.laz,"POLYGON ((316740.49 7381521.58, 317283.02 7381521.58, 317283.02 7382109.06, 316740.49 7382109.06, 316740.49 7381521.58))"
MDS_color_2342-361.laz,"POLYGON ((317264.55 7382105.07, 317807.08 7382105.07, 317807.08 7382692.52, 317264.55 7382692.52, 317264.55 7382105.07))"
MDS_color_2342-362.laz,"POLYGON ((317795.87 7382111.73, 318338.38 7382111.73, 318338.38 7382699.16, 317795.87 7382699.16, 317795.87 7382111.73))"
MDS_color_2342-363.laz,"POLYGON ((317271.79 7381528.26, 317814.3 7381528.26, 317814.3 7382115.72, 317271.79 7382115.72, 317271.79 7381528.26))"
MDS_color_2342-364.laz,"POLYGON ((317803.09 7381534.92, 318345.58 7381534.92, 318345.58 7382122.36, 317803.09 7382122.36, 317803.09 7381534.92))"
MDS_color_2342-411.laz,"POLYGON ((318312.8 7383271.97, 318855.32 7383271.97, 318855.32 7383859.37, 318312.8 7383859.37, 318312.8 7383271.97))"
MDS_color_2342-412.laz,"POLYGON ((318844.16 7383278.59, 319386.66 7383278.59, 319386.66 7383865.97, 318844.16 7383865.97, 318844.16 7383278.59))"
MDS_color_2342-413.laz,"POLYGON ((318319.99 7382695.17, 318862.49 7382695.17, 318862.49 7383282.58, 318319.99 7383282.58, 318319.99 7382695.17))"
MDS_color_2342-414.laz,"POLYGON ((318851.33 7382701.79, 319393.81 7382701.79, 319393.81 7383289.17, 318851.33 7383289.17, 318851.33 7382701.79))"
MDS_color_2342-421.laz,"POLYGON ((319375.51 7383285.18, 319917.99 7383285.18, 319917.99 7383872.55, 319375.51 7383872.55, 319375.51 7383285.18))"
MDS_color_2342-422.laz,"POLYGON ((319906.87 7383291.76, 320449.33 7383291.76, 320449.33 7383879.11, 319906.87 7383879.11, 319906.87 7383291.76))"
MDS_color_2342-423.laz,"POLYGON ((319382.67 7382708.39, 319925.13 7382708.39, 319925.13 7383295.75, 319382.67 7383295.75, 319382.67 7382708.39))"
MDS_color_2342-424.laz,"POLYGON ((319914 7382714.97, 320456.44 7382714.97, 320456.44 7383302.32, 319914 7383302.32, 319914 7382714.97))"
MDS_color_2342-431.laz,"POLYGON ((320438.23 7383298.33, 320980.66 7383298.33, 320980.66 7383885.65, 320438.23 7383885.65, 320438.23 7383298.33))"
MDS_color_2342-432.laz,"POLYGON ((320969.58 7383304.87, 321512 7383304.87, 321512 7383892.17, 320969.58 7383892.17, 320969.58 7383304.87))"
MDS_color_2342-433.laz,"POLYGON ((320445.34 7382721.53, 320987.75 7382721.53, 320987.75 7383308.86, 320445.34 7383308.86, 320445.34 7382721.53))"
MDS_color_2342-434.laz,"POLYGON ((320976.67 7382728.07, 321519.07 7382728.07, 321519.07 7383315.38, 320976.67 7383315.38, 320976.67 7382728.07))"
MDS_color_2342-441.laz,"POLYGON ((318327.19 7382118.37, 318869.67 7382118.37, 318869.67 7382705.78, 318327.19 7382705.78, 318327.19 7382118.37))"
